firstName,gender,hireDate,lastLoginTime,salary,bonusPercentage,seniorManagement
Ralph,Male,2/10/2000,4:48 PM,89854,7.227,false
Deborah,Female,2/26/2009,10:17 AM,118043,7.266,true
Carl,,2/11/1982,7:54 AM,49325,2.071,true
Ruby,Female,8/13/2006,6:27 PM,48354,19.501,false
Diana,Female,11/19/2004,8:47 AM,105066,17.343,true
Robin,Female,10/1/2012,2:44 AM,41808,19.239,false
Matthew,Male,8/3/1995,5:39 AM,135352,7.986,true
Brenda,Female,1/18/2015,4:39 PM,73749,19.332,false
Frank,Male,7/27/2013,4:32 PM,91406,5.681,true
Janice,,11/19/1991,6:02 PM,139791,16.968,false
Jane,Female,4/27/2012,2:12 PM,59680,15.211,true
Carl,Male,7/7/2010,1:33 PM,54033,15.528,true
Marilyn,Female,1/16/1996,7:18 AM,118369,7.696,true
Arthur,Male,12/5/2013,8:44 AM,86615,3.412,true
Irene,,2/28/1991,10:23 PM,135369,4.38,false
Philip,Male,3/11/2005,10:56 AM,103557,16.014,true
Jeffrey,Male,9/20/1986,6:06 AM,111376,2.673,true
Doris,Female,7/5/1993,5:54 PM,141439,3.799,false
Maria,Female,3/14/2003,5:23 PM,96250,10.056,false
Scott,Male,8/20/2011,8:08 AM,37385,8.226,true
Paula,Female,5/21/1983,11:42 AM,58423,10.833,false
Albert,Male,9/19/1992,2:35 AM,45094,5.85,true
Stephen,Male,10/29/1989,11:34 PM,93997,18.093,true
Patrick,Male,12/30/2002,2:01 AM,75423,5.368,true
Russell,Male,5/10/2013,11:08 PM,137359,11.105,false
Larry,Male,4/20/2013,4:45 PM,60500,11.985,false
